L->S 	 S->E 	 E->V 	 V->R 	 R->O 	 Service Time 	 FIRST TIME 	 LAST TIME 	 NAME 	 SIZE FILE 
1513678.000	1147298.000	1757406.000	1188024.000	31.000	5626693.000	1528207443276272.000	1528207448902965.000	sfx_01 (198).jpg	21358.000 
1511404.000	1214439.000	1853168.000	1000479.000	1539.000	5621313.000	1528207443303583.000	1528207448924896.000	win_01 (177).jpg	32603.000 
1587901.000	1197909.000	1830103.000	948262.000	52.000	5648793.000	1528207443343454.000	1528207448992247.000	pink-flower-2.jpg	3096.000 
1596843.000	1163201.000	1830490.000	1000804.000	9.000	5663002.000	1528207443380317.000	1528207449043319.000	053_148.jpg	48307.000 
1562684.000	1182848.000	1859853.000	955163.000	73.000	5803993.000	1528207443444507.000	1528207449248500.000	chills-and-notebook.jpg	4180.000 
1581148.000	1239346.000	1809975.000	1140359.000	53.000	5818818.000	1528207443452455.000	1528207449271273.000	forest-35.jpg	5245.000 
1566392.000	1269498.000	1901051.000	1040822.000	48.000	5809584.000	1528207443474407.000	1528207449283991.000	mira-mesa.jpg	4492.000 
1530156.000	1269727.000	1901994.000	1038849.000	50.000	5779330.000	1528207443523568.000	1528207449302898.000	wardens-market.jpg	3969.000 
1328154.000	1642446.000	1400440.000	997984.000	55.000	5460445.000	1528207443918491.000	1528207449378936.000	band-concert-3.jpg	5227.000 
1357698.000	1599644.000	1352162.000	1049783.000	51.000	5395519.000	1528207443999472.000	1528207449394991.000	lan_01 (312).jpg	40025.000 
1364486.000	1616984.000	1314874.000	1043910.000	49.000	5393381.000	1528207444028504.000	1528207449421885.000	P93_226.jpg	45158.000 
1337348.000	1605127.000	1322830.000	1017926.000	53.000	5461485.000	1528207444087737.000	1528207449549222.000	house-of-hospitality.jpg	5233.000 
1363465.000	1865105.000	1081922.000	1083900.000	48.000	5461529.000	1528207444126984.000	1528207449588513.000	bkg_01 (182).jpg	54027.000 
1398649.000	1824683.000	1097221.000	1080577.000	7.000	5653324.000	1528207444150425.000	1528207449803749.000	festival-10.jpg	5239.000 
1596896.000	1652825.000	1116453.000	1248837.000	9.000	5636954.000	1528207444177291.000	1528207449814245.000	bing-cherry.jpg	1637.000 
1541717.000	1674086.000	1069112.000	1221303.000	7.000	5598564.000	1528207444265540.000	1528207449864104.000	arc_01 (107).jpg	49914.000 
1509291.000	1671067.000	1102422.000	1241764.000	53.000	5955207.000	1528207444305329.000	1528207450260536.000	sfx_01 (141).jpg	52309.000 
1186897.000	1683508.000	1159038.000	1573701.000	65.000	5639949.000	1528207444641632.000	1528207450281581.000	AN34.jpg	142036.000 
1199429.000	1704025.000	1305859.000	1421410.000	5.000	5639143.000	1528207444642729.000	1528207450281872.000	flying-swallow-3.jpg	573.000 
1157365.000	1655010.000	1312860.000	1360227.000	54.000	5659908.000	1528207444746856.000	1528207450406764.000	049_188.jpg	23063.000 
1142710.000	1753951.000	1222016.000	1467758.000	49.000	5616906.000	1528207444798301.000	1528207450415207.000	16_244.jpg	69737.000 
1209998.000	1849880.000	1051012.000	1455123.000	51.000	5640738.000	1528207444823294.000	1528207450464032.000	amu_01 (94).jpg	29797.000 
1191686.000	1827205.000	994418.000	1483462.000	8.000	5544875.000	1528207444942626.000	1528207450487501.000	arc_01.jpg	31208.000 
1158884.000	1827345.000	1016429.000	1476438.000	51.000	5516833.000	1528207444985308.000	1528207450502141.000	und_01 (291).jpg	73308.000 
1178929.000	1856812.000	988219.000	1437184.000	55.000	5500345.000	1528207445015150.000	1528207450515495.000	035_206.jpg	35199.000 
1234798.000	1806916.000	1159597.000	1257980.000	47.000	5482804.000	1528207445042750.000	1528207450525554.000	07_215.jpg	43189.000 
1262854.000	1897345.000	1054362.000	1239929.000	35.000	5577934.000	1528207445051706.000	1528207450629640.000	win_01 (51).jpg	72226.000 
1272514.000	1897973.000	1054554.000	1314253.000	48.000	5651498.000	1528207445055162.000	1528207450706660.000	barnicles.jpg	6353.000 
1639062.000	1397459.000	1020375.000	1376007.000	9.000	5479273.000	1528207445254128.000	1528207450733401.000	096_109.jpg	22851.000 
1595732.000	1349020.000	1065053.000	1342284.000	55.000	5480446.000	1528207445364698.000	1528207450845144.000	29_113.jpg	33922.000 
1613105.000	1311418.000	1065153.000	1423635.000	55.000	5633792.000	1528207445400506.000	1528207451034298.000	flo_01 (383).jpg	32462.000 
1607848.000	1319759.000	1063410.000	1604641.000	54.000	5613855.000	1528207445426375.000	1528207451040230.000	field-14.jpg	3806.000 
1861198.000	1078360.000	1104170.000	1453653.000	77.000	5717650.000	1528207445498682.000	1528207451216332.000	amu_01 (229).jpg	39016.000 
1821044.000	1094648.000	1112340.000	1602382.000	55.000	5725870.000	1528207445556653.000	1528207451282523.000	can_01 (13).jpg	48433.000 
1648747.000	1114132.000	1255717.000	1463244.000	50.000	5512920.000	1528207445781627.000	1528207451294547.000	20_176.jpg	33189.000 
1676683.000	1066564.000	1263668.000	1463010.000	45.000	5535912.000	1528207445808563.000	1528207451344475.000	tomb-6.jpg	5477.000 
1668129.000	1100606.000	1270424.000	1476080.000	7.000	5527003.000	1528207445821781.000	1528207451348784.000	ent_01 (29).jpg	15059.000 
1686033.000	1156233.000	1585018.000	1074254.000	47.000	5534755.000	1528207445829836.000	1528207451364591.000	airplane-taking-off-4.jpg	2332.000 
1698227.000	1303301.000	1425099.000	1071926.000	43.000	5542240.000	1528207445850975.000	1528207451393215.000	bkg_01 (121).jpg	27745.000 
1651013.000	1309915.000	1415458.000	1082427.000	51.000	5536134.000	1528207445911861.000	1528207451447995.000	ANIML46.jpg	33382.000 
1749711.000	1219631.000	1484350.000	1028823.000	49.000	5521597.000	1528207445949363.000	1528207451470960.000	51_176.jpg	32172.000 
1852692.000	1048239.000	1479435.000	1031637.000	52.000	5501221.000	1528207446034694.000	1528207451535915.000	dragonfly-2.jpg	4254.000 
1829403.000	991543.000	1503362.000	1057941.000	51.000	5416093.000	1528207446135618.000	1528207451551711.000	wheat-3.jpg	4758.000 
1823409.000	1014246.000	1494650.000	1047297.000	46.000	5425330.000	1528207446151840.000	1528207451577170.000	mis_01 (39).jpg	25278.000 
1853059.000	985827.000	1460426.000	1048063.000	36.000	5423452.000	1528207446201496.000	1528207451624948.000	ent_01 (30).jpg	29064.000 
1803389.000	1157558.000	1280003.000	1085334.000	32.000	5346159.000	1528207446284828.000	1528207451630987.000	cld_01 (44).jpg	17262.000 
1900235.000	1051900.000	1267713.000	1060293.000	52.000	5359652.000	1528207446316166.000	1528207451675818.000	mountain-40.jpg	3895.000 
1894060.000	1052236.000	1344501.000	1031058.000	52.000	5370346.000	1528207446336401.000	1528207451706747.000	100_124.jpg	30539.000 
1393251.000	1017432.000	1390645.000	976450.000	53.000	4851593.000	1528207446901168.000	1528207451752761.000	fw_01 (201).jpg	63685.000 
1344920.000	1062770.000	1353913.000	995652.000	48.000	4806678.000	1528207446968296.000	1528207451774974.000	024_179.jpg	45012.000 
1307772.000	1062444.000	1449578.000	914069.000	71.000	4782604.000	1528207447021347.000	1528207451803951.000	win_01 (31).jpg	68999.000 
1315210.000	1061034.000	1611804.000	754663.000	44.000	4766834.000	1528207447042609.000	1528207451809443.000	cit_01 (142).jpg	26884.000 
1082344.000	1101328.000	1497990.000	733674.000	55.000	4595700.000	1528207447361738.000	1528207451957438.000	red-4.jpg	5029.000 
1089514.000	1109326.000	1627142.000	720605.000	51.000	4616336.000	1528207447386046.000	1528207452002382.000	040_172.jpg	56950.000 
1109552.000	1252579.000	1478193.000	710963.000	52.000	4592669.000	1528207447437934.000	1528207452030603.000	flo_01 (17).jpg	40172.000 
1061549.000	1260492.000	1474763.000	689907.000	54.000	4655732.000	1528207447493415.000	1528207452149147.000	win_01 (17).jpg	96916.000 
1092129.000	1266456.000	1479824.000	771032.000	54.000	4877464.000	1528207447500827.000	1528207452378291.000	bal_01 (162).jpg	61723.000 
1150822.000	1581911.000	1116877.000	988876.000	64.000	4866757.000	1528207447524195.000	1528207452390952.000	098_195.jpg	32518.000 
1305198.000	1422316.000	1107239.000	988923.000	59.000	4853627.000	1528207447550639.000	1528207452404266.000	death-valley-16.jpg	3142.000 
1311630.000	1412880.000	1108724.000	989791.000	44.000	4845951.000	1528207447564851.000	1528207452410802.000	beach-10.jpg	3256.000 
1214986.000	1481244.000	1040654.000	946190.000	59.000	4727532.000	1528207447706716.000	1528207452434248.000	win_01 (109).jpg	68116.000 
1044040.000	1476407.000	1051213.000	938850.000	44.000	4575014.000	1528207447894936.000	1528207452469950.000	073_111.jpg	43296.000 
987104.000	1499959.000	1071331.000	925752.000	50.000	4529078.000	1528207447972994.000	1528207452502072.000	arc_01 (130).jpg	32788.000 
1015912.000	1492165.000	1063604.000	947415.000	43.000	4528154.000	1528207447976361.000	1528207452504515.000	moon-4.jpg	769.000 
981650.000	1457530.000	1072076.000	912208.000	50.000	4452146.000	1528207448061689.000	1528207452513835.000	air_01 (152).jpg	16502.000 
1151708.000	1277094.000	1095181.000	876542.000	13.000	4423936.000	1528207448096859.000	1528207452520795.000	63_176.jpg	35871.000 
1047328.000	1264702.000	1097023.000	869926.000	69.000	4345688.000	1528207448224029.000	1528207452569717.000	flo_01 (197).jpg	48650.000 
1054019.000	1341685.000	1044353.000	882879.000	42.000	4344700.000	1528207448231656.000	1528207452576356.000	egg-3.jpg	1992.000 
1019726.000	1386920.000	999309.000	857241.000	46.000	4290345.000	1528207448295723.000	1528207452586068.000	mountain-99.jpg	3771.000 
1057646.000	1350634.000	1018722.000	819329.000	50.000	4379907.000	1528207448321349.000	1528207452701256.000	und_01 (220).jpg	42526.000 
1057693.000	1446592.000	929157.000	921220.000	689.000	4369134.000	1528207448337383.000	1528207452706517.000	028_170.jpg	41202.000 
1054854.000	1608252.000	768914.000	891897.000	39.000	4355040.000	1528207448367107.000	1528207452722147.000	arc_01 (82).jpg	79980.000 
1095880.000	1493805.000	764030.000	871190.000	8.000	4713549.000	1528207448454445.000	1528207453167994.000	080_169.jpg	57593.000 
1105306.000	1624333.000	740504.000	1186205.000	9.000	4775878.000	1528207448483284.000	1528207453259162.000	063_172.jpg	30155.000 
1254402.000	1475034.000	719266.000	1240729.000	36.000	4762258.000	1528207448549412.000	1528207453311670.000	zion-autumn.jpg	5083.000 
1255847.000	1471529.000	735465.000	1227598.000	65.000	4920617.000	1528207448563433.000	1528207453484050.000	con_01 (69).jpg	50193.000 
1260664.000	1476286.000	803990.000	1305947.000	36.000	4944482.000	1528207448604018.000	1528207453548500.000	lan_01 (115).jpg	71944.000 
1576575.000	1114115.000	999541.000	1141004.000	60.000	4905674.000	1528207448684050.000	1528207453589724.000	win_01 (151).jpg	46914.000 
1418693.000	1105091.000	1017343.000	1174756.000	11.000	4730095.000	1528207448862946.000	1528207453593041.000	048_160.jpg	9559.000 
1408050.000	1105646.000	1012182.000	1171846.000	10.000	4715049.000	1528207448884635.000	1528207453599684.000	tex_01 (123).jpg	57053.000 
1475663.000	1037582.000	972496.000	1143140.000	62.000	4722868.000	1528207448931190.000	1528207453654058.000	092_165.jpg	33657.000 
1471327.000	1048328.000	984840.000	1172190.000	48.000	4738805.000	1528207448947913.000	1528207453686718.000	ans_01 (5).jpg	35750.000 
1501683.000	1068093.000	945196.000	1191458.000	52.000	4817673.000	1528207448962431.000	1528207453780104.000	bryce-sunrise-2.jpg	3862.000 
1485702.000	1061068.000	949689.000	1274899.000	185.000	4783184.000	1528207449001897.000	1528207453785081.000	air_01 (31).jpg	11124.000 
1452469.000	1069299.000	927308.000	1264400.000	43.000	4766472.000	1528207449051958.000	1528207453818430.000	079_145.jpg	42524.000 
1271943.000	1092225.000	894872.000	1275136.000	43.000	4583491.000	1528207449257210.000	1528207453840701.000	lan_01 (100).jpg	50541.000 
1266514.000	1094462.000	905359.000	1278324.000	70.000	4600955.000	1528207449273144.000	1528207453874099.000	weather-sucks.jpg	4284.000 
1335696.000	1042004.000	891758.000	1274937.000	48.000	4644137.000	1528207449294983.000	1528207453939120.000	040_107.jpg	47393.000 
1380758.000	996646.000	891662.000	1308645.000	10.000	4636817.000	1528207449325982.000	1528207453962799.000	90_158.jpg	44184.000 
1345847.000	1016194.000	876939.000	1302256.000	11.000	4609156.000	1528207449387790.000	1528207453996946.000	em_01 (8).jpg	48863.000 
1441321.000	926688.000	925622.000	1277501.000	7.000	4607558.000	1528207449403910.000	1528207454011468.000	036_107.jpg	40199.000 
1594101.000	766519.000	914832.000	1272662.000	7.000	4607174.000	1528207449440282.000	1528207454047456.000	FO75.jpg	136534.000 
1489170.000	761623.000	924136.000	1267040.000	8.000	4678246.000	1528207449560108.000	1528207454238354.000	020_107.jpg	62561.000 
1625891.000	737564.000	1209890.000	1051753.000	8.000	4661798.000	1528207449590548.000	1528207454252346.000	clip-6.jpg	2643.000 
1476936.000	716024.000	1256067.000	974658.000	7.000	4494409.000	1528207449805717.000	1528207454300126.000	mystery-plant.jpg	6667.000 
1459216.000	733020.000	1280351.000	950955.000	47.000	4564012.000	1528207449835417.000	1528207454399429.000	FL38.jpg	110720.000 
1472037.000	801335.000	1334130.000	906705.000	42.000	4542492.000	1528207449872554.000	1528207454415046.000	cld_01 (39).jpg	19350.000 
1115651.000	996170.000	1169490.000	830804.000	52.000	4245858.000	1528207450262481.000	1528207454508339.000	big-sur-cove.jpg	5412.000 
1091505.000	1014825.000	1181435.000	908038.000	46.000	4226116.000	1528207450297952.000	1528207454524068.000	AN21.jpg	90561.000 
1096557.000	1009539.000	1184573.000	890530.000	51.000	4268558.000	1528207450305509.000	1528207454574067.000	046_164.jpg	43721.000 
1032544.000	969924.000	1211539.000	909741.000	48.000	4205651.000	1528207450415576.000	1528207454621227.000	chi_01 (53).jpg	54498.000 
1043421.000	982419.000	1206937.000	943210.000	55.000	4212928.000	1528207450427624.000	1528207454640552.000	win_01 (164).jpg	36908.000 
1062905.000	942494.000	1204123.000	901708.000	50.000	4399264.000	1528207450473094.000	1528207454872358.000	arc_01 (230).jpg	74781.000 
1055726.000	947451.000	1277245.000	1066726.000	49.000	4402081.000	1528207450496070.000	1528207454898151.000	033_179.jpg	40231.000 
1060398.000	925026.000	1299688.000	1082913.000	49.000	4401528.000	1528207450516856.000	1528207454918384.000	flo_01 (34).jpg	29753.000 
1082340.000	892181.000	1297013.000	1057539.000	14.000	4457745.000	1528207450542640.000	1528207455000385.000	035_202.jpg	70552.000 
1083058.000	903011.000	1316756.000	1132227.000	8.000	4459979.000	1528207450554248.000	1528207455014227.000	bkg_01 (97).jpg	43167.000 
1035292.000	887777.000	1303651.000	1117593.000	10.000	4439672.000	1528207450641598.000	1528207455081270.000	amu_01 (132).jpg	53048.000 
991770.000	889396.000	1339287.000	1135413.000	40.000	4388582.000	1528207450715071.000	1528207455103653.000	sfx_01 (30).jpg	29036.000 
1010236.000	874442.000	1331631.000	1123126.000	35.000	4381971.000	1528207450742611.000	1528207455124582.000	bkg_01 (143).jpg	90459.000 
928569.000	924506.000	1293704.000	1119081.000	34.000	4282292.000	1528207450846488.000	1528207455128780.000	mountain-87.jpg	2616.000 
762118.000	912618.000	1291338.000	1086572.000	9.000	4134848.000	1528207451041903.000	1528207455176751.000	lan_01 (305).jpg	38064.000 
763499.000	921430.000	1308002.000	1102435.000	9.000	4204855.000	1528207451050510.000	1528207455255365.000	bee-5.jpg	4123.000 
732560.000	1207531.000	1069686.000	994537.000	7.000	4075161.000	1528207451224956.000	1528207455300117.000	011_205.jpg	42298.000 
718073.000	1253541.000	1000969.000	1008448.000	8.000	4053929.000	1528207451284394.000	1528207455338323.000	wave-5.jpg	3828.000 
734231.000	1277555.000	987740.000	1006525.000	48.000	4300390.000	1528207451296456.000	1528207455596846.000	orange-tree.jpg	5686.000 
794968.000	1331666.000	914837.000	1184516.000	44.000	4261181.000	1528207451354265.000	1528207455615446.000	win_01 (52).jpg	36075.000 
998071.000	1166713.000	865829.000	1168259.000	70.000	4394440.000	1528207451380308.000	1528207455774748.000	tamale.jpg	5211.000 
1008790.000	1178499.000	917924.000	1251263.000	8.000	4385419.000	1528207451398740.000	1528207455784159.000	03_113.jpg	50709.000 
1004046.000	1181731.000	923121.000	1238997.000	9.000	4410473.000	1528207451410923.000	1528207455821396.000	ind_01 (23).jpg	54484.000 
965433.000	1208692.000	939908.000	1220628.000	43.000	4414122.000	1528207451455810.000	1528207455869932.000	und_01 (270).jpg	53396.000 
984111.000	1203739.000	956235.000	1199167.000	56.000	4600060.000	1528207451472487.000	1528207456072547.000	sitting-people.jpg	5859.000 
937991.000	1201048.000	983360.000	1382205.000	56.000	4566974.000	1528207451543878.000	1528207456110852.000	67_196.jpg	90064.000 
949071.000	1274253.000	1090190.000	1229302.000	8.000	4562376.000	1528207451553082.000	1528207456115458.000	ireland-64.jpg	3675.000 
921074.000	1296173.000	1091910.000	1172450.000	55.000	4762031.000	1528207451584819.000	1528207456346850.000	082_185.jpg	60355.000 
883510.000	1294609.000	1123912.000	1386151.000	48.000	4734062.000	1528207451637053.000	1528207456371115.000	081.jpg	113751.000 
891036.000	1313775.000	1138893.000	1302273.000	48.000	4933570.000	1528207451652277.000	1528207456585847.000	ST97.jpg	184730.000 
884229.000	1300548.000	1194011.000	1471596.000	52.000	5025068.000	1528207451685593.000	1528207456710661.000	088_147.jpg	82297.000 
885066.000	1336556.000	1174458.000	1567715.000	54.000	5052684.000	1528207451714121.000	1528207456766805.000	031_121.jpg	29735.000 
876384.000	1328425.000	1179477.000	1598112.000	37.000	5102399.000	1528207451754140.000	1528207456856539.000	tower.jpg	5598.000 
919787.000	1290881.000	1165425.000	1679875.000	8.000	5088448.000	1528207451782593.000	1528207456871041.000	013_206.jpg	33259.000 
914392.000	1289194.000	1164359.000	1676309.000	9.000	5089784.000	1528207451805151.000	1528207456894935.000	wired-fence-close-up.jpg	2249.000 
916817.000	1305185.000	1146544.000	1680682.000	55.000	5090911.000	1528207451822045.000	1528207456912956.000	flo_01 (66).jpg	59307.000 
